ticker,n_total,n_2009,n_2010,n_2011,n_2012,n_2013,n_2014,n_2015,n_2016,n_2017,n_2018,n_2019,n_2020,n_2021,n_2022,n_2023,price_start,price_end,n_price_rows,max_gap_days,median_dollar_vol,liquidity_year,close_liquidity_mean,error,selection_news,tier,composite_score
MTG,2100,4,41,110,85,127,145,225,157,166,394,264,105,32,158,87,1991-08-07,2023-12-28,3773.0,5.0,35334600.0,2017.0,11.749123523909732,,560,MEDIUM,10.047522706972202
BR,1801,1,18,50,72,87,95,101,115,162,398,235,124,64,98,181,2007-03-22,2023-12-28,3773.0,5.0,32128108.85925293,2017.0,76.09314758179197,,560,MEDIUM,10.037213549822392
VTI,1756,10,37,48,29,33,44,60,77,198,299,411,267,64,87,92,2001-06-15,2023-12-28,3773.0,5.0,247022991.3864136,2017.0,125.88972120550999,,497,MEDIUM,10.028982362340473
BKE,2504,4,88,115,166,236,204,232,227,213,385,283,92,52,158,49,1992-05-08,2023-12-28,3773.0,5.0,8789340.187835693,2017.0,18.38207170402861,,598,MEDIUM,10.027616631773503
XEL,2240,0,26,101,110,112,99,171,179,180,334,321,184,79,145,199,1973-02-21,2023-12-28,3773.0,5.0,115642020.40405273,2017.0,46.521513965500304,,514,MEDIUM,10.0260021815995
URI,1896,0,0,4,20,32,193,58,67,231,285,182,175,81,284,284,1997-12-18,2023-12-28,3773.0,5.0,169143257.3913574,2017.0,126.26051798664716,,516,MEDIUM,10.025011434664457
AFG,1746,4,14,22,64,62,131,144,149,223,334,157,72,58,215,97,1980-03-17,2023-12-28,3773.0,5.0,30647327.630615234,2017.0,99.07776878934457,,557,MEDIUM,10.017232079977788
HSIC,2302,1,28,85,158,117,118,167,162,213,308,202,93,56,328,266,1995-11-03,2023-12-28,3773.0,5.0,78546173.74420166,2017.0,65.22246677657047,,521,MEDIUM,9.995354291189656
LGND,1445,3,7,35,57,56,164,183,147,216,336,183,51,0,0,7,1992-11-18,2023-12-28,3773.0,5.0,24414809.80682373,2017.0,120.92721122954471,,552,MEDIUM,9.98756227621202
DVN,3958,22,179,145,192,119,186,225,368,212,286,258,310,208,624,624,1985-07-22,2023-12-28,3773.0,5.0,167459337.96558383,2017.0,37.671314817025845,,498,MEDIUM,9.984910172601161
EMN,2495,5,48,117,267,322,182,198,176,201,309,238,121,63,115,133,1993-12-14,2023-12-28,3773.0,5.0,85826553.31420898,2017.0,83.82753005920654,,510,MEDIUM,9.977430480611435
DIN,1759,4,44,65,79,118,187,152,155,193,370,151,114,20,52,55,1991-07-12,2023-12-28,3773.0,5.0,13294137.818908691,2017.0,50.08625504695087,,563,MEDIUM,9.974863177488304
WGO,1955,1,24,55,75,122,91,143,180,238,326,273,116,80,130,101,1973-02-21,2023-12-28,3773.0,5.0,15941240.617370605,2017.0,36.738645439603886,,564,MEDIUM,9.968696370278943
DEO,2272,3,51,141,221,112,156,276,223,223,307,252,132,30,69,76,1991-03-14,2023-12-28,3773.0,5.0,45215930.61065674,2017.0,124.63601614659525,,530,MEDIUM,9.966981103639352
ARCC,2343,4,25,41,73,58,77,239,329,188,348,419,126,45,137,234,2004-10-05,2023-12-28,3773.0,5.0,27905191.60671234,2017.0,16.635856571425478,,536,MEDIUM,9.965082431508105
PHM,2936,18,103,109,206,209,180,199,268,258,262,151,157,90,232,494,1980-03-17,2023-12-28,3773.0,5.0,115396482.23018646,2017.0,25.324502033066466,,520,MEDIUM,9.963006577007587
XPO,1862,0,2,8,30,27,64,150,163,187,318,401,225,65,79,143,2003-10-07,2023-12-28,3773.0,5.0,78080850.19111633,2017.0,59.00701200629611,,505,MEDIUM,9.961920990908443
PENN,2754,8,71,62,189,145,131,181,116,168,375,218,449,275,156,210,1994-05-26,2023-12-28,3773.0,5.0,20002044.85015869,2017.0,20.70912348606672,,543,MEDIUM,9.95475338020167
ACAD,1844,4,3,15,37,88,28,78,191,197,322,395,115,74,98,199,2004-05-27,2023-12-28,3773.0,5.0,44564382.133483894,2017.0,32.39123507039955,,519,MEDIUM,9.951583416487878
NOV,3393,15,73,195,295,305,323,467,351,221,282,362,190,97,90,127,1996-10-29,2023-12-28,3773.0,5.0,104943650.0,2017.0,34.97553783583926,,503,MEDIUM,9.950976821606334
DVA,2865,0,37,124,301,244,157,208,148,293,249,359,188,70,113,374,1995-10-31,2023-12-28,3773.0,5.0,86244012.97073364,2017.0,63.52629470825195,,542,MEDIUM,9.950396592775672
PSEC,2358,3,13,46,73,60,162,502,481,224,325,210,64,38,77,80,2004-07-27,2023-12-28,3773.0,5.0,17814657.009124756,2017.0,7.8851394577330325,,549,MEDIUM,9.945103075502328
CACI,1979,0,35,81,173,97,149,144,137,181,367,303,88,45,50,129,1980-03-17,2023-12-28,3773.0,5.0,14205400.184631348,2017.0,127.49625506154095,,548,MEDIUM,9.940576976281866
LQD,1433,3,37,46,61,30,18,140,212,171,273,269,166,0,0,7,2002-07-30,2023-12-28,3773.0,5.0,557311682.1395873,2017.0,119.70601599339945,,444,MEDIUM,9.936094974125787
BIP,2506,0,18,34,58,342,61,223,129,213,343,356,237,140,135,217,2008-01-10,2023-12-28,3773.0,5.0,11260703.466796875,2017.0,40.366812747788146,,556,MEDIUM,9.9339427693143
EWI,3371,4,44,373,748,575,274,210,315,107,450,142,123,2,2,2,1996-03-18,2023-12-28,3773.0,5.0,23245628.225708008,2017.0,28.13960158967402,,557,MEDIUM,9.925801210609107
INFY,2815,4,74,89,242,212,227,312,283,242,269,364,187,99,113,98,1999-03-11,2023-12-28,3773.0,5.0,78832024.37667847,2017.0,7.527390455344759,,511,MEDIUM,9.924293216513593
BRO,2224,4,15,58,86,138,132,207,167,191,337,290,171,72,148,208,1981-02-11,2023-12-28,3773.0,5.0,22877479.190063477,2017.0,22.655438229382277,,528,MEDIUM,9.923675215292452
DGX,2747,2,56,204,217,176,170,232,168,203,290,236,353,103,187,150,1996-12-17,2023-12-28,3773.0,5.0,87872897.64404298,2017.0,100.52521910040502,,493,MEDIUM,9.921154253628023
ZION,2687,12,162,150,195,163,159,220,245,254,256,241,133,54,101,342,1980-03-17,2023-12-28,3773.0,5.0,101402550.0,2017.0,44.25394422979469,,510,MEDIUM,9.920917632767791
BND,2136,8,31,91,95,55,51,287,291,280,236,311,175,47,74,104,2007-04-10,2023-12-28,3773.0,5.0,146715300.0,2017.0,81.56553795803116,,516,MEDIUM,9.920532557001602
HOLX,2771,3,70,119,199,198,190,205,162,294,238,246,178,67,139,463,1990-03-01,2023-12-28,3773.0,5.0,99747100.0,2017.0,41.291991898738054,,532,MEDIUM,9.919731285715422
BYD,2566,5,107,100,119,115,149,326,307,169,346,227,193,60,154,189,1993-10-15,2023-12-28,3773.0,5.0,28231799.65972901,2017.0,25.154900402661813,,515,MEDIUM,9.907371711170999
EAT,2847,2,76,182,264,214,257,247,233,186,314,357,208,48,80,179,1984-01-06,2023-12-28,3773.0,5.0,47198693.618011475,2017.0,38.583904387941395,,500,MEDIUM,9.90291294290203
AIT,1691,0,10,50,86,50,34,68,114,192,350,113,47,30,299,248,1980-03-17,2023-12-28,3773.0,5.0,10623289.867782593,2017.0,61.15179282260606,,542,MEDIUM,9.897383124283728
ERJ,2142,3,39,82,91,163,284,193,204,177,341,217,129,31,72,116,2000-07-21,2023-12-28,3773.0,5.0,22688787.615394592,2017.0,21.056015918929262,,518,MEDIUM,9.896864770169138
AGQ,1435,12,88,121,44,23,9,81,121,129,452,335,6,3,4,7,2008-12-04,2023-12-28,3773.0,5.0,5201014.191436768,2017.0,35.61996015419523,,581,MEDIUM,9.892876958468456
EXR,1989,0,4,19,84,107,91,220,211,194,292,210,114,47,241,155,2004-08-16,2023-12-28,3773.0,5.0,72429436.82098389,2017.0,78.59266930082404,,486,MEDIUM,9.888655409965647
HBAN,2706,11,146,215,212,124,186,238,258,224,257,268,156,64,158,189,1980-03-17,2023-12-28,3773.0,5.0,115152700.0,2017.0,13.44952189684864,,481,MEDIUM,9.873264611099343
ALGT,2332,3,22,37,102,59,111,401,221,187,332,376,155,29,87,210,2006-12-08,2023-12-28,3773.0,5.0,17146500.0,2017.0,146.17820727587696,,519,MEDIUM,9.87319856815674
ADSK,2874,13,93,141,123,146,181,156,179,213,252,449,277,209,230,212,1985-06-28,2023-12-28,3773.0,5.0,178849237.15896606,2017.0,102.46063767391372,,465,MEDIUM,9.866874914659224
ADM,2905,8,86,142,153,156,195,161,140,165,294,227,181,164,505,328,1980-03-17,2023-12-28,3773.0,5.0,118106869.81773376,2017.0,42.7460558157993,,459,MEDIUM,9.857424282432262
CE,1647,0,2,8,52,101,168,249,122,108,377,35,33,64,162,166,2005-01-21,2023-12-28,3773.0,5.0,72274766.2727356,2017.0,95.26808759225793,,485,MEDIUM,9.852365475912695
UNG,4249,0,334,836,90,246,440,250,274,338,218,57,87,63,110,906,2007-04-18,2023-12-28,3773.0,5.0,55507327.4409771,2017.0,27.43649407496965,,556,MEDIUM,9.850941847003803
EWY,1429,12,91,125,120,107,42,126,97,179,275,146,62,13,17,17,2000-05-12,2023-12-28,3773.0,5.0,140933393.8293457,2017.0,66.55422303401141,,454,MEDIUM,9.846682073229806
DXCM,2913,0,19,35,75,69,104,160,171,161,308,459,450,129,239,534,2005-04-14,2023-12-28,3773.0,5.0,69535850.0,2017.0,68.61932271220294,,469,MEDIUM,9.845581198073633
NNN,1867,0,15,33,52,39,93,235,294,165,316,246,114,48,108,109,1984-10-09,2023-12-28,3774.0,4.0,39643525.0,2017.0,41.865259056547245,,481,MEDIUM,9.834530120830639
FNV,2159,0,2,8,42,68,87,167,254,196,288,514,295,58,74,106,2007-12-07,2023-12-28,3774.0,5.0,42717239.02130127,2017.0,73.11043823667731,,484,MEDIUM,9.834149187443938
DY,1896,0,16,42,58,83,75,413,251,205,279,136,81,38,93,126,1984-06-04,2023-12-28,3773.0,5.0,46558171.81777954,2017.0,90.67772911649301,,484,MEDIUM,9.832326871303753
UHS,1829,1,36,56,105,86,118,194,152,216,258,191,127,58,99,132,1981-07-09,2023-12-28,3773.0,5.0,80110831.59713744,2017.0,114.15195200642742,,474,MEDIUM,9.827514986467733
APH,1759,1,22,50,102,68,79,180,168,223,253,222,113,72,86,120,1991-11-08,2023-12-28,3773.0,5.0,82202576.85241699,2017.0,77.22784843292844,,476,MEDIUM,9.826134379313542
VMC,2358,3,64,119,183,188,167,195,218,203,253,235,152,85,93,200,1973-02-21,2023-12-28,3773.0,5.0,138252234.87625122,2017.0,122.51354594439624,,456,MEDIUM,9.824528696039541
UTHR,1943,0,33,109,143,166,154,203,155,161,305,203,103,52,85,71,1999-06-17,2023-12-28,3773.0,5.0,61019480.783081055,2017.0,132.69310790894042,,466,MEDIUM,9.824476971147575
CYH,2189,1,67,173,183,124,136,211,289,262,261,197,112,33,63,77,1984-07-19,2023-12-28,3773.0,5.0,20773073.79541397,2017.0,7.438565750995955,,523,MEDIUM,9.817921672634291
FDS,2066,3,37,63,140,168,151,177,182,193,285,244,113,76,136,98,1996-06-28,2023-12-28,3773.0,5.0,43484799.224853516,2017.0,173.3705582333751,,478,MEDIUM,9.817588384195412
ERIC,2934,7,82,91,87,193,208,291,328,269,254,550,294,100,120,60,1981-08-24,2023-12-28,3773.0,5.0,23518276.13887787,2017.0,6.34143425078981,,523,MEDIUM,9.814755621719979
LEG,1735,1,22,62,104,83,120,125,122,162,311,293,92,57,97,84,1980-03-17,2023-12-28,3773.0,5.0,41102294.71282959,2017.0,49.145697179543546,,473,MEDIUM,9.812651501995862
EWA,2316,12,87,61,66,168,592,324,166,70,471,254,17,7,10,11,1996-03-18,2023-12-28,3773.0,5.0,41641730.727005005,2017.0,22.273705159525473,,541,MEDIUM,9.812224678406322
VPU,1294,2,7,5,15,50,45,52,55,64,545,250,54,11,69,70,2004-01-30,2023-12-28,3773.0,5.0,12098086.061096191,2017.0,116.0309959806769,,609,MEDIUM,9.806355944609718
RMD,2123,0,17,47,98,219,82,111,152,179,291,384,262,81,81,119,1995-06-02,2023-12-28,3773.0,5.0,42924292.1546936,2017.0,74.96446226507544,,470,MEDIUM,9.799772856140569
KLAC,1889,1,57,129,166,116,108,190,192,155,287,378,103,0,0,7,1980-10-08,2023-12-28,3773.0,5.0,110188624.60327148,2017.0,97.2323107168494,,442,MEDIUM,9.796315836190136
NUE,2265,1,17,13,59,29,90,129,183,227,230,120,121,265,352,429,1980-03-17,2023-12-28,3773.0,5.0,145481506.2904358,2017.0,58.677649327008375,,457,MEDIUM,9.789652082802244
BG,2297,14,50,129,150,111,108,167,159,151,298,232,178,115,220,215,2001-08-02,2023-12-28,3773.0,5.0,76182120.34606934,2017.0,73.66705173325253,,449,MEDIUM,9.788754445020901
PFF,1252,1,16,22,39,14,26,95,188,205,253,231,97,30,20,15,2007-03-30,2023-12-28,3773.0,5.0,86208482.24258423,2017.0,38.627729149928605,,458,MEDIUM,9.788382351237003
VLO,3552,22,100,186,150,183,213,315,251,284,195,108,292,181,535,537,1982-01-04,2023-12-28,3773.0,5.0,254893588.0279541,2017.0,70.8019125585062,,479,MEDIUM,9.785631031508439
VEA,1351,2,4,6,14,11,28,81,129,288,191,182,200,52,82,81,2007-07-26,2023-12-28,3773.0,5.0,290914235.1837159,2017.0,41.43525891854944,,479,MEDIUM,9.783461710667186
DAN,1617,10,29,82,84,61,96,116,108,222,261,327,91,32,35,63,2008-01-02,2023-12-28,3773.0,5.0,31172820.9028244,2017.0,23.698844552515038,,483,MEDIUM,9.770685610370636
FTI,2458,1,66,112,215,199,101,211,138,176,265,373,270,84,93,154,2001-06-15,2023-12-28,3773.0,5.0,96805802.96325684,2017.0,29.547569685248266,,441,MEDIUM,9.768751453388525
COLM,1892,3,17,23,26,54,173,320,140,108,406,342,74,51,97,58,1998-03-27,2023-12-28,3773.0,5.0,11216743.881225586,2017.0,59.08175295947557,,514,MEDIUM,9.764460487252272
TRN,1821,5,15,38,85,73,259,202,206,153,313,172,98,42,63,97,1973-05-03,2023-12-28,3773.0,5.0,30104668.300247196,2017.0,21.127814144727243,,466,MEDIUM,9.76359605639885
JCI,2176,5,125,283,244,175,113,220,254,221,221,217,98,0,0,0,1985-03-27,2023-12-28,3773.0,5.0,189610446.10748288,2017.0,40.9105577810827,,442,MEDIUM,9.75958852481164
EME,1710,1,20,46,49,102,138,87,121,197,282,207,70,32,97,261,1995-01-10,2023-12-28,3773.0,5.0,20689115.18096924,2017.0,68.60003985826712,,479,MEDIUM,9.75272879647658
HIG,2597,16,148,196,275,202,120,205,187,197,243,240,148,116,167,137,1995-12-15,2023-12-28,3773.0,5.0,110257351.63497925,2017.0,52.04482068673548,,440,MEDIUM,9.749783251956536
COR,1555,0,17,29,43,42,23,240,214,366,196,190,82,43,6,64,1995-04-04,2023-12-28,3773.0,5.0,36157175.332641594,2017.0,102.83175309625754,,562,MEDIUM,9.747523551808664
AON,2431,0,50,106,194,147,216,204,170,191,242,263,201,153,108,186,1980-06-02,2023-12-28,3773.0,5.0,133766212.48626709,2017.0,130.98908394741346,,433,MEDIUM,9.74707841544318
CAKE,1862,5,74,85,57,111,99,152,222,204,254,186,197,49,64,103,1992-09-18,2023-12-28,3773.0,5.0,48444228.51715087,2017.0,52.43398400416887,,458,MEDIUM,9.739816943543863
RLI,2024,2,25,54,41,140,199,209,174,204,297,218,72,25,174,190,1980-03-17,2023-12-28,3773.0,5.0,7819152.172851563,2017.0,57.28800798697301,,501,MEDIUM,9.737230409126125
BGFV,1522,0,23,26,60,96,106,134,214,397,214,121,40,50,28,13,2002-06-25,2023-12-28,3773.0,5.0,7249734.82875824,2017.0,11.489043813302697,,611,MEDIUM,9.735928455131994
DAL,4045,23,263,233,154,215,234,346,324,271,184,294,385,0,77,1042,2007-05-03,2023-12-28,3773.0,5.0,350308142.69485474,2017.0,49.98007963568091,,455,MEDIUM,9.732146904694341
VOD,3091,20,136,104,184,414,317,148,156,160,268,359,278,175,174,198,1988-11-02,2023-12-28,3773.0,5.0,90392496.67396545,2017.0,28.096135439625773,,428,MEDIUM,9.726640038480435
GGG,1795,2,17,38,97,144,109,225,138,209,260,111,126,64,84,171,1980-03-17,2023-12-28,3773.0,5.0,26359839.866638184,2017.0,36.7671979091082,,469,MEDIUM,9.722262726208411
BNS,2187,1,27,42,103,90,88,204,244,185,267,278,176,138,166,178,1999-09-13,2023-12-28,3773.0,5.0,38873705.03997803,2017.0,60.906852600583996,,452,MEDIUM,9.721791504380949
MTN,1987,4,24,59,92,89,132,195,268,186,257,263,131,73,124,90,1997-02-04,2023-12-28,3773.0,5.0,57717792.7734375,2017.0,205.07633437198473,,443,MEDIUM,9.720775836264785
JACK,2004,2,61,66,130,128,229,312,319,230,231,193,103,0,0,0,1992-03-05,2023-12-28,3773.0,5.0,53868742.87719726,2017.0,101.02561747030433,,461,MEDIUM,9.714213595053414
ACOR,1841,3,40,86,84,97,125,344,173,247,252,283,86,11,7,3,2006-02-10,2023-12-28,3773.0,5.0,13177560.250091553,2017.0,21.525059757004698,,499,MEDIUM,9.714070863922261
NRG,2443,4,97,139,123,106,207,171,206,282,196,270,118,103,173,248,2003-12-02,2023-12-28,3773.0,5.0,107778763.45024109,2017.0,21.06948211943486,,478,MEDIUM,9.71243381688198
IAU,2328,8,101,83,110,74,39,42,99,224,221,204,239,158,100,626,2005-01-28,2023-12-28,3773.0,5.0,88831518.1435585,2017.0,12.105697225289516,,445,MEDIUM,9.700440999840133
ODP,3121,7,139,208,269,302,350,438,418,272,227,276,104,47,29,35,1988-06-01,2023-12-28,3773.0,5.0,21385320.87249756,2017.0,45.17768927494368,,499,MEDIUM,9.700104680735159
LMT,2242,0,233,273,202,179,176,179,260,235,195,185,118,0,0,7,1977-01-03,2023-12-28,3773.0,5.0,271427734.6710205,2017.0,287.66545907434715,,430,MEDIUM,9.696761406162803
VCR,1680,1,15,20,21,35,57,277,313,228,269,172,30,12,124,106,2004-01-30,2023-12-28,3773.0,5.0,8076386.138916016,2017.0,141.84776871517835,,497,MEDIUM,9.696726375727078
TOL,2643,25,134,146,204,186,233,229,165,229,222,154,128,63,182,343,1986-07-08,2023-12-28,3773.0,5.0,67228830.85327148,2017.0,39.02314746902283,,451,MEDIUM,9.69172253766132
CPRT,1626,0,20,36,78,86,42,94,134,169,273,287,127,53,71,156,1994-03-17,2023-12-28,3773.0,5.0,33064941.495132446,2017.0,32.769521979221786,,442,MEDIUM,9.684900876633838
PFG,1909,5,73,95,120,119,100,126,155,166,259,258,148,77,97,111,2001-10-23,2023-12-28,3773.0,5.0,66071136.48376465,2017.0,64.42390435815332,,425,MEDIUM,9.6836808926506
COO,2068,18,62,144,144,231,215,123,143,180,244,200,115,55,78,116,1983-01-21,2023-12-28,3773.0,5.0,81509864.76898193,2017.0,221.54003948804393,,424,MEDIUM,9.682748760699806
PDCO,1789,2,36,72,109,84,96,163,156,188,252,163,85,56,209,118,1992-10-28,2023-12-28,3773.0,5.0,43440000.0,2017.0,41.214741178717745,,440,MEDIUM,9.681840959573499
ALV,1794,3,39,55,95,90,92,182,225,213,234,200,73,51,87,155,1997-04-28,2023-12-28,3773.0,5.0,48750811.990356445,2017.0,81.2340264187391,,447,MEDIUM,9.680169892390177
GPN,2785,3,42,78,151,171,196,367,183,174,244,485,270,99,142,180,2001-01-16,2023-12-28,3773.0,5.0,90483827.39868164,2017.0,89.8200397567445,,418,MEDIUM,9.674965390034464
FITB,2548,9,149,100,139,184,143,160,188,219,208,379,236,64,133,237,1980-03-17,2023-12-28,3773.0,5.0,146195344.68727112,2017.0,26.769243027584487,,427,MEDIUM,9.672134733853023
KTOS,1598,1,11,73,106,83,93,71,130,176,284,255,119,54,66,76,1999-11-05,2023-12-28,3773.0,5.0,13953365.965747833,2017.0,10.318725101501343,,460,MEDIUM,9.669499843547298
EDC,1029,13,74,67,8,8,4,82,176,98,367,119,3,3,3,4,2008-12-30,2023-12-28,3773.0,5.0,20324724.62463379,2017.0,91.45832694004257,,465,MEDIUM,9.667247797264729
ETR,2486,8,41,163,185,200,243,164,207,216,218,262,148,89,149,193,1972-06-01,2023-12-28,3773.0,5.0,86121630.68389893,2017.0,77.98406365383194,,434,MEDIUM,9.666042855476366
SPR,2480,2,27,79,96,76,183,306,191,164,259,312,389,76,103,217,2006-11-28,2023-12-28,3773.0,5.0,56648521.018981926,2017.0,66.50334664454974,,423,MEDIUM,9.664292083121042
AGNC,2318,1,50,73,104,100,99,112,131,123,292,374,200,137,263,259,2008-05-15,2023-12-28,3773.0,5.0,72955896.84505464,2017.0,20.502111594515494,,415,MEDIUM,9.662925471939413
WEX,1313,1,1,7,6,23,66,84,90,67,416,217,114,27,101,93,2005-02-16,2023-12-28,3773.0,5.0,37912581.79321288,2017.0,111.85717132082023,,483,MEDIUM,9.65859674644158
ESS,1729,3,35,36,71,67,112,236,184,149,261,208,104,36,97,130,1994-06-07,2023-12-28,3773.0,5.0,83860771.02966309,2017.0,248.63768978042907,,410,MEDIUM,9.658373921021322
VNO,2054,4,107,150,161,149,117,177,202,173,242,193,146,47,75,111,1980-03-17,2023-12-28,3773.0,5.0,84049863.40637207,2017.0,78.92497153111188,,415,MEDIUM,9.657496495344297
KRO,924,0,0,4,3,5,41,24,42,424,189,28,13,25,96,30,2003-12-09,2023-12-28,3773.0,5.0,8263507.842254639,2017.0,19.634183241551614,,613,MEDIUM,9.656501545339578
ATI,2242,4,51,119,111,138,111,247,168,166,264,202,112,26,352,171,1999-11-29,2023-12-28,3773.0,5.0,38189125.0,2017.0,19.803944177361597,,430,MEDIUM,9.655114673756538
REM,1248,0,2,7,26,18,9,165,250,178,284,250,24,10,15,10,2007-05-04,2023-12-28,3773.0,5.0,10866473.60572815,2017.0,45.80179285908125,,462,MEDIUM,9.65339980907994
CHE,1311,1,12,26,31,28,114,131,56,149,296,173,110,49,57,78,1973-05-03,2023-12-28,3773.0,5.0,18200200.0,2017.0,199.4144219022348,,445,MEDIUM,9.651065017935966
HAIN,2584,0,17,79,230,222,521,256,277,287,194,187,146,49,60,59,1994-01-20,2023-12-28,3773.0,5.0,49379595.9022522,2017.0,38.672470039580446,,481,MEDIUM,9.643189304944341
VALE,3016,0,58,227,190,267,135,204,303,262,176,541,180,96,192,185,2002-03-21,2023-12-28,3773.0,5.0,248546383.7385178,2017.0,9.778924305600475,,438,MEDIUM,9.64130823840086
RSG,2086,2,54,83,145,92,124,151,151,168,245,261,211,91,144,164,1998-07-01,2023-12-28,3773.0,5.0,66996071.83685303,2017.0,63.16593632185127,,413,MEDIUM,9.635490761308422
KGC,3307,13,249,187,396,211,108,240,375,191,239,507,222,79,93,197,1981-03-17,2023-12-28,3773.0,5.0,40368832.31139183,2017.0,4.002908365659979,,430,MEDIUM,9.630595846837384
FOLD,1512,4,6,10,98,43,117,191,157,203,242,236,74,26,43,62,2007-05-31,2023-12-28,3773.0,5.0,24354120.506286617,2017.0,10.350119516669041,,445,MEDIUM,9.629435930389208
VIG,1843,2,31,52,100,92,50,173,239,187,236,208,149,42,144,138,2006-05-02,2023-12-28,3773.0,5.0,51207297.27554321,2017.0,93.04741030385294,,423,MEDIUM,9.628147493419805
RF,2629,25,216,319,470,185,98,219,198,152,230,266,150,0,0,101,1980-03-17,2023-12-28,3773.0,5.0,201515738.94309998,2017.0,14.79980078541425,,382,MEDIUM,9.618498465501231
BMO,2374,13,55,58,101,120,165,247,246,169,258,256,178,151,165,192,1994-10-27,2023-12-28,3773.0,5.0,28652049.350738525,2017.0,74.70856579176458,,427,MEDIUM,9.616158418329238
AGCO,2421,5,33,105,182,177,170,280,150,443,154,248,83,55,193,143,1992-04-16,2023-12-28,3773.0,5.0,38133652.28843689,2017.0,66.74693240587455,,597,MEDIUM,9.6075990785856
XLI,2185,8,85,282,216,120,119,104,112,166,199,257,192,53,130,142,1998-12-22,2023-12-28,3773.0,5.0,560289878.6956787,2017.0,68.24243048557722,,365,MEDIUM,9.606996828209656
CMC,2177,3,41,117,149,106,62,174,142,176,246,213,135,60,343,210,1980-03-17,2023-12-28,3773.0,5.0,34897855.84411621,2017.0,19.420119562946944,,422,MEDIUM,9.60602295178137
CNX,3085,2,122,249,326,210,269,461,392,193,228,248,134,33,120,98,1999-04-30,2023-12-28,3773.0,5.0,47384405.87568283,2017.0,13.408074356170289,,421,MEDIUM,9.602778171013894
MRCY,1347,0,10,29,49,34,82,64,100,223,235,252,91,35,65,78,1998-01-30,2023-12-28,3773.0,5.0,14203425.397872925,2017.0,43.09840646113057,,458,MEDIUM,9.600133449857857
CNK,1845,2,60,59,112,50,67,153,149,188,235,195,243,106,80,146,2007-04-24,2023-12-28,3773.0,5.0,36839698.26812744,2017.0,38.80621498989394,,423,MEDIUM,9.597968525454185
CCJ,1724,2,41,112,60,61,85,180,179,217,230,221,92,62,91,91,1996-03-14,2023-12-28,3773.0,5.0,19340100.0,2017.0,10.157131468632306,,447,MEDIUM,9.59195698497986
AVY,1716,3,22,99,191,107,76,137,114,198,219,224,96,55,72,103,1973-02-21,2023-12-28,3773.0,5.0,55645783.60748291,2017.0,90.9378884912012,,417,MEDIUM,9.589366411225475
FLS,1614,4,37,45,100,131,104,133,107,127,273,152,97,55,67,182,1980-03-17,2023-12-28,3773.0,5.0,55144500.0,2017.0,45.137689370083145,,400,MEDIUM,9.58744367900588
AA,4478,51,585,512,448,437,393,248,250,168,218,278,172,174,332,212,1962-01-02,2023-12-28,3773.0,5.0,139539519.6155548,2017.0,38.301673304037266,,386,MEDIUM,9.582960531983197
APD,1855,0,0,4,102,147,71,205,102,174,210,81,85,100,225,349,1980-03-17,2023-12-28,3773.0,5.0,162911338.6276245,2017.0,147.2391632201662,,384,MEDIUM,9.57664138288828
NBIX,1419,1,44,25,31,42,39,122,100,152,251,266,130,54,55,107,1996-05-23,2023-12-28,3773.0,5.0,45234111.29760742,2017.0,53.12163349166809,,403,MEDIUM,9.575741260661623
BXP,2053,2,69,152,164,94,108,163,139,181,218,260,162,47,115,179,1997-06-18,2023-12-28,3773.0,5.0,80717660.20202637,2017.0,126.36055773852831,,399,MEDIUM,9.5724687862205
ARE,1875,2,23,26,83,70,51,91,121,137,254,291,238,80,179,229,1997-05-28,2023-12-28,3773.0,5.0,67426499.94812012,2017.0,118.87055759505921,,391,MEDIUM,9.570656511018434
EPI,2049,13,70,76,137,107,74,201,152,132,266,568,198,6,14,35,2008-02-26,2023-12-28,3773.0,5.0,46858851.46179199,2017.0,24.94609556160125,,398,MEDIUM,9.566581550426402
ERX,1052,8,50,67,7,3,5,149,194,98,302,122,9,10,20,8,2008-11-19,2023-12-28,3773.0,5.0,58112641.11328125,2017.0,296.02948156106044,,400,MEDIUM,9.564146853332147
MUB,1407,2,31,56,53,25,19,100,173,160,239,284,124,44,53,44,2007-09-10,2023-12-28,3773.0,5.0,49970400.0,2017.0,110.00111544179727,,399,MEDIUM,9.561083671008301
HES,1785,0,8,27,44,80,92,95,91,142,227,115,119,138,248,359,1980-03-17,2023-12-28,3773.0,5.0,174189466.70913696,2017.0,46.75378477240939,,369,MEDIUM,9.558972321993227
EMB,1287,3,34,42,77,64,49,103,181,147,218,171,70,30,41,57,2007-12-19,2023-12-28,3773.0,5.0,219864525.80871582,2017.0,114.66948213615265,,365,MEDIUM,9.556108899393523
CONN,1603,0,0,5,24,89,243,199,182,213,237,150,105,55,65,36,2003-11-25,2023-12-28,3773.0,5.0,9158760.282897951,2017.0,19.477928359195054,,450,MEDIUM,9.547626019611744
A,2748,554,65,139,166,180,132,203,123,138,239,305,125,0,75,304,1999-11-18,2023-12-28,3773.0,5.0,96006007.70187378,2017.0,59.32968129009839,,377,MEDIUM,9.544335571994703
PPC,2155,1,15,65,85,162,344,253,149,254,196,184,108,64,196,79,1987-12-30,2023-12-28,3773.0,5.0,26888981.791305542,2017.0,25.767370535557962,,450,MEDIUM,9.539750372726608
